date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1996-01-01 00:00:00,,,,,,,,,,
1996-01-02 00:00:00,,,,,,,,,,
1996-01-03 00:00:00,,,,,,,,,,
1996-01-04 00:00:00,,,,,,,,,,
1996-01-05 00:00:00,2.8,2.0,4.0,,,360.0,30.2,,,
1996-01-06 00:00:00,,,,,,,,,,
1996-01-07 00:00:00,3.6,2.0,5.4,,,19.0,15.4,,,
1996-01-08 00:00:00,6.8,4.8,11.0,,,60.0,14.7,,,
1996-01-09 00:00:00,,,,,,,,,,
1996-01-10 00:00:00,8.2,7.0,9.0,,,37.0,17.0,,,
1996-01-11 00:00:00,7.4,5.9,9.1,,,43.0,16.5,,,
1996-01-12 00:00:00,,,,,,,,,,
1996-01-13 00:00:00,7.0,5.0,10.0,,,24.0,18.1,,,
1996-01-14 00:00:00,,,,,,,,,,
1996-01-15 00:00:00,2.2,0.5,4.0,,,358.0,35.5,,,
1996-01-16 00:00:00,,,,,,,,,,
1996-01-17 00:00:00,,,,,,,,,,
1996-01-18 00:00:00,3.1,1.6,4.0,,,6.0,24.2,,,
1996-01-19 00:00:00,,,,,,,,,,
1996-01-20 00:00:00,3.6,2.0,6.0,,,27.0,14.9,,,
1996-01-21 00:00:00,3.5,1.4,5.2,,,31.0,15.7,,,
1996-01-22 00:00:00,0.9,-1.0,2.0,,,1.0,22.9,,,
1996-01-23 00:00:00,-1.0,-2.0,0.0,,,357.0,25.7,,,
1996-01-24 00:00:00,,,,,,,,,,
1996-01-25 00:00:00,5.4,2.0,10.0,,,,8.7,,,
1996-01-26 00:00:00,,,,,,,,,,
1996-01-27 00:00:00,7.3,5.8,9.0,,,5.0,17.8,,,
1996-01-28 00:00:00,5.1,4.0,6.2,,,3.0,20.1,,,
1996-01-29 00:00:00,3.3,2.7,4.0,,,6.0,17.0,,,
1996-01-30 00:00:00,,,,,,,,,,
1996-01-31 00:00:00,2.2,0.8,4.0,,,27.0,33.3,,,
1996-02-01 00:00:00,,,,,,,,,,
1996-02-02 00:00:00,2.3,0.0,6.4,,,57.0,16.2,,,
1996-02-03 00:00:00,3.2,-1.4,7.1,,,,8.0,,,
1996-02-04 00:00:00,7.3,3.0,11.0,,,211.0,16.3,,,
1996-02-05 00:00:00,8.1,7.0,10.0,,,,11.8,,,
1996-02-06 00:00:00,,,,,,,,,,
1996-02-07 00:00:00,,,,,,,,,,
1996-02-08 00:00:00,,,,,,,,,,
1996-02-09 00:00:00,,,,,,,,,,
1996-02-10 00:00:00,-0.8,-1.1,0.0,,,359.0,36.0,,,
1996-02-11 00:00:00,,,,,,,,,,
1996-02-12 00:00:00,2.5,1.6,4.0,,,5.0,14.3,,,
1996-02-13 00:00:00,,,,,,,,,,
1996-02-14 00:00:00,,,,,,,,,,
1996-02-15 00:00:00,,,,,,,,,,
1996-02-16 00:00:00,4.6,3.8,5.0,,,30.0,19.7,,,
1996-02-17 00:00:00,,,,,,,,,,
1996-02-18 00:00:00,,,,,,,,,,
1996-02-19 00:00:00,,,,,,,,,,
1996-02-20 00:00:00,,,,,,,,,,
1996-02-21 00:00:00,12.8,10.0,17.0,,,190.0,17.8,,,
1996-02-22 00:00:00,,,,,,,,,,
1996-02-23 00:00:00,,,,,,,,,,
1996-02-24 00:00:00,5.8,3.8,8.0,,,,10.4,,,
1996-02-25 00:00:00,5.6,3.6,8.0,,,30.0,22.1,,,
1996-02-26 00:00:00,3.7,2.0,5.2,,,359.0,31.3,,,
1996-02-27 00:00:00,,,,,,,,,,
1996-02-28 00:00:00,3.4,2.8,5.0,,,18.0,23.0,,,
1996-02-29 00:00:00,,,,,,,,,,
1996-03-01 00:00:00,,,,,,,,,,
1996-03-02 00:00:00,,,,,,,,,,
1996-03-03 00:00:00,1.9,-0.4,6.0,,,306.0,15.2,,,
1996-03-04 00:00:00,,,,,,,,,,
1996-03-05 00:00:00,,,,,,,,,,
1996-03-06 00:00:00,,,,,,,,,,
1996-03-07 00:00:00,,,,,,,,,,
1996-03-08 00:00:00,,,,,,,,,,
1996-03-09 00:00:00,4.5,3.4,5.0,,,32.0,23.3,,,
1996-03-10 00:00:00,,,,,,,,,,
1996-03-11 00:00:00,,,,,,,,,,
1996-03-12 00:00:00,5.4,1.4,10.0,,,52.0,24.9,,,
1996-03-13 00:00:00,,,,,,,,,,
1996-03-14 00:00:00,6.9,6.0,9.0,,,38.0,28.9,,,
1996-03-15 00:00:00,6.5,5.6,8.0,,,55.0,26.1,,,
1996-03-16 00:00:00,,,,,,,,,,
1996-03-17 00:00:00,5.1,3.0,6.0,,,15.0,24.6,,,
1996-03-18 00:00:00,,,,,,,,,,
1996-03-19 00:00:00,,,,,,,,,,
1996-03-20 00:00:00,,,,,,,,,,
1996-03-21 00:00:00,5.1,3.0,7.2,,,23.0,20.3,,,
1996-03-22 00:00:00,,,,,,,,,,
1996-03-23 00:00:00,5.2,3.8,7.0,,,1.0,24.6,,,
1996-03-24 00:00:00,,,,,,,,,,
1996-03-25 00:00:00,,,,,,,,,,
1996-03-26 00:00:00,,,,,,,,,,
1996-03-27 00:00:00,,,,,,,,,,
1996-03-28 00:00:00,,,,,,,,,,
1996-03-29 00:00:00,,,,,,,,,,
1996-03-30 00:00:00,,,,,,,,,,
1996-03-31 00:00:00,,,,,,,,,,
1996-04-01 00:00:00,,,,,,,,,,
1996-04-02 00:00:00,,,,,,,,,,
1996-04-03 00:00:00,,,,,,,,,,
1996-04-04 00:00:00,,,,,,,,,,
1996-04-05 00:00:00,7.5,6.0,9.0,,,355.0,18.2,,,
1996-04-06 00:00:00,,,,,,,,,,
1996-04-07 00:00:00,,,,,,,,,,
1996-04-08 00:00:00,6.7,5.7,8.2,,,334.0,18.3,,,
1996-04-09 00:00:00,,,,,,,,,,
1996-04-10 00:00:00,,,,,,,,,,
1996-04-11 00:00:00,9.3,6.0,14.0,,,,19.9,,,
1996-04-12 00:00:00,8.6,6.0,12.0,,,46.0,22.6,,,
1996-04-13 00:00:00,,,,,,,,,,
1996-04-14 00:00:00,,,,,,,,,,
1996-04-15 00:00:00,,,,,,,,,,
1996-04-16 00:00:00,8.3,5.0,12.4,,,235.0,11.8,,,
1996-04-17 00:00:00,,,,,,,,,,
1996-04-18 00:00:00,,,,,,,,,,
1996-04-19 00:00:00,8.2,5.0,11.0,,,234.0,12.0,,,
1996-04-20 00:00:00,8.6,7.0,11.0,,,10.0,13.8,,,
1996-04-21 00:00:00,9.7,7.0,13.0,,,23.0,23.7,,,
1996-04-22 00:00:00,,,,,,,,,,
1996-04-23 00:00:00,,,,,,,,,,
1996-04-24 00:00:00,10.5,9.0,12.2,,,30.0,12.9,,,
1996-04-25 00:00:00,,,,,,,,,,
1996-04-26 00:00:00,14.2,7.8,22.0,,,,6.5,,,
1996-04-27 00:00:00,,,,,,,,,,
1996-04-28 00:00:00,15.6,13.0,18.0,,,,9.0,,,
1996-04-29 00:00:00,,,,,,,,,,
1996-04-30 00:00:00,,,,,,,,,,
1996-05-01 00:00:00,20.2,16.0,26.0,,,355.0,12.6,,,
1996-05-02 00:00:00,17.2,12.8,22.0,,,,10.4,,,
1996-05-03 00:00:00,17.4,13.8,22.0,,,,7.3,,,
1996-05-04 00:00:00,18.4,14.4,23.0,,,,7.8,,,
1996-05-05 00:00:00,20.2,16.0,24.0,,,,7.8,,,
1996-05-06 00:00:00,22.2,18.8,27.0,,,40.0,17.4,,,
1996-05-07 00:00:00,,,,,,,,,,
1996-05-08 00:00:00,,,,,,,,,,
1996-05-09 00:00:00,,,,,,,,,,
1996-05-10 00:00:00,,,,,,,,,,
1996-05-11 00:00:00,,,,,,,,,,
1996-05-12 00:00:00,18.5,14.0,23.2,,,291.0,15.1,,,
1996-05-13 00:00:00,19.1,11.0,25.5,,,,12.2,,,
1996-05-14 00:00:00,19.2,15.0,25.5,,,,8.9,,,
1996-05-15 00:00:00,16.7,14.0,19.0,,,198.0,11.5,,,
1996-05-16 00:00:00,,,,,,,,,,
1996-05-17 00:00:00,18.4,15.6,22.0,,,,8.8,,,
1996-05-18 00:00:00,18.5,15.0,22.0,,,,6.0,,,
1996-05-19 00:00:00,21.1,18.0,24.4,,,,6.4,,,
1996-05-20 00:00:00,21.2,17.8,25.6,,,,6.2,,,
1996-05-21 00:00:00,23.4,19.2,28.0,,,,10.7,,,
1996-05-22 00:00:00,23.6,20.0,28.5,,,52.0,18.4,,,
1996-05-23 00:00:00,20.3,17.3,25.0,,,49.0,24.2,,,
1996-05-24 00:00:00,18.7,15.0,21.2,,,,16.7,,,
1996-05-25 00:00:00,18.4,14.0,23.0,,,,17.6,,,
1996-05-26 00:00:00,17.9,14.7,21.3,,,34.0,16.2,,,
1996-05-27 00:00:00,17.8,13.1,21.2,,,,7.2,,,
1996-05-28 00:00:00,21.7,16.0,27.0,,,,7.8,,,
1996-05-29 00:00:00,,,,,,,,,,
1996-05-30 00:00:00,19.6,17.0,23.0,,,21.0,24.5,,,
1996-05-31 00:00:00,,,,,,,,,,
1996-06-01 00:00:00,18.8,14.0,24.0,,,,12.9,,,
1996-06-02 00:00:00,18.9,14.0,23.0,,,33.0,17.5,,,
1996-06-03 00:00:00,,,,,,,,,,
1996-06-04 00:00:00,19.1,15.0,23.0,,,,9.2,,,
1996-06-05 00:00:00,20.4,16.8,24.0,,,253.0,9.3,,,
1996-06-06 00:00:00,,,,,,,,,,
1996-06-07 00:00:00,,,,,,,,,,
1996-06-08 00:00:00,,,,,,,,,,
1996-06-09 00:00:00,23.1,16.0,31.0,,,41.0,13.2,,,
1996-06-10 00:00:00,,,,,,,,,,
1996-06-11 00:00:00,22.5,18.7,26.2,,,39.0,25.0,,,
1996-06-12 00:00:00,22.6,18.0,27.4,,,38.0,20.4,,,
1996-06-13 00:00:00,23.0,18.0,29.5,,,25.0,11.7,,,
1996-06-14 00:00:00,,,,,,,,,,
1996-06-15 00:00:00,,,,,,,,,,
1996-06-16 00:00:00,,,,,,,,,,
1996-06-17 00:00:00,18.8,16.0,21.0,,,33.0,24.4,,,
1996-06-18 00:00:00,,,,,,,,,,
1996-06-19 00:00:00,20.4,16.9,24.0,,,50.0,24.1,,,
1996-06-20 00:00:00,19.1,15.0,22.0,,,,9.4,,,
1996-06-21 00:00:00,,,,,,,,,,
1996-06-22 00:00:00,,,,,,,,,,
1996-06-23 00:00:00,26.1,18.9,31.4,,,,8.7,,,
1996-06-24 00:00:00,,,,,,,,,,
1996-06-25 00:00:00,23.6,19.8,29.0,,,33.0,18.5,,,
1996-06-26 00:00:00,24.4,20.0,30.8,,,,9.2,,,
1996-06-27 00:00:00,25.9,21.2,29.2,,,,9.9,,,
1996-06-28 00:00:00,22.3,20.0,24.4,,,18.0,22.2,,,
1996-06-29 00:00:00,,,,,,,,,,
1996-06-30 00:00:00,23.5,17.0,29.0,,,32.0,12.3,,,
1996-07-01 00:00:00,23.8,18.0,30.0,,,,10.9,,,
1996-07-02 00:00:00,25.1,20.0,32.0,,,,12.5,,,
1996-07-03 00:00:00,,,,,,,,,,
1996-07-04 00:00:00,,,,,,,,,,
1996-07-05 00:00:00,,,,,,,,,,
1996-07-06 00:00:00,26.2,22.3,30.0,,,,,,,
1996-07-07 00:00:00,,,,,,,,,,
1996-07-08 00:00:00,,,,,,,,,,
1996-07-09 00:00:00,,,,,,,,,,
1996-07-10 00:00:00,24.3,21.0,26.9,,,1.0,33.9,,,
1996-07-11 00:00:00,,,,,,,,,,
1996-07-12 00:00:00,,,,,,,,,,
1996-07-13 00:00:00,24.0,21.0,28.0,,,32.0,30.1,,,
1996-07-14 00:00:00,,,,,,,,,,
1996-07-15 00:00:00,,,,,,,,,,
1996-07-16 00:00:00,26.7,21.0,31.0,,,24.0,21.8,,,
1996-07-17 00:00:00,,,,,,,,,,
1996-07-18 00:00:00,23.3,21.0,27.0,,,42.0,28.7,,,
1996-07-19 00:00:00,22.8,19.0,27.0,,,47.0,19.0,,,
1996-07-20 00:00:00,22.4,18.8,26.5,,,32.0,22.3,,,
1996-07-21 00:00:00,22.6,19.3,25.5,,,41.0,26.4,,,
1996-07-22 00:00:00,22.7,20.0,25.0,,,41.0,,,,
1996-07-23 00:00:00,,,,,,,,,,
1996-07-24 00:00:00,23.0,20.0,26.6,,,37.0,22.1,,,
1996-07-25 00:00:00,,,,,,,,,,
1996-07-26 00:00:00,,,,,,,,,,
1996-07-27 00:00:00,23.6,19.4,27.3,,,17.0,13.7,,,
1996-07-28 00:00:00,24.4,19.0,29.4,,,45.0,16.9,,,
1996-07-29 00:00:00,,,,,,,,,,
1996-07-30 00:00:00,24.6,20.7,30.0,,,42.0,20.9,,,
1996-07-31 00:00:00,24.8,22.0,29.0,,,46.0,15.2,,,
1996-08-01 00:00:00,26.3,22.0,31.4,,,36.0,19.8,,,
1996-08-02 00:00:00,,,,,,,,,,
1996-08-03 00:00:00,27.1,24.0,33.2,,,20.0,26.1,,,
1996-08-04 00:00:00,,,,,,,,,,
1996-08-05 00:00:00,26.6,23.0,31.0,,,24.0,16.1,,,
1996-08-06 00:00:00,26.7,23.0,31.0,,,43.0,20.5,,,
1996-08-07 00:00:00,,,,,,,,,,
1996-08-08 00:00:00,,,,,,,,,,
1996-08-09 00:00:00,,,,,,,,,,
1996-08-10 00:00:00,,,,,,,,,,
1996-08-11 00:00:00,22.6,18.6,27.0,,,22.0,19.8,,,
1996-08-12 00:00:00,,,,,,,,,,
1996-08-13 00:00:00,,,,,,,,,,
1996-08-14 00:00:00,,,,,,,,,,
1996-08-15 00:00:00,,,,,,,,,,
1996-08-16 00:00:00,,,,,,,,,,
1996-08-17 00:00:00,,,,,,,,,,
1996-08-18 00:00:00,23.6,20.0,27.1,,,19.0,13.9,,,
1996-08-19 00:00:00,22.9,19.0,27.0,,,22.0,14.5,,,
1996-08-20 00:00:00,,,,,,,,,,
1996-08-21 00:00:00,,,,,,,,,,
1996-08-22 00:00:00,,,,,,,,,,
1996-08-23 00:00:00,25.5,22.0,30.2,,,210.0,10.9,,,
1996-08-24 00:00:00,,,,,,,,,,
1996-08-25 00:00:00,22.9,20.0,26.0,,,,7.2,,,
1996-08-26 00:00:00,24.0,20.0,28.6,,,,13.4,,,
1996-08-27 00:00:00,,,,,,,,,,
1996-08-28 00:00:00,24.2,21.0,27.0,,,34.0,23.0,,,
1996-08-29 00:00:00,23.5,20.6,27.1,,,28.0,21.2,,,
1996-08-30 00:00:00,23.1,19.0,27.0,,,24.0,17.8,,,
1996-08-31 00:00:00,22.9,19.3,27.0,,,23.0,15.3,,,
1996-09-01 00:00:00,22.9,19.5,26.6,,,36.0,16.1,,,
1996-09-02 00:00:00,23.4,20.6,27.0,,,30.0,16.7,,,
1996-09-03 00:00:00,22.7,19.0,27.1,,,46.0,12.1,,,
1996-09-04 00:00:00,,,,,,,,,,
1996-09-05 00:00:00,,,,,,,,,,
1996-09-06 00:00:00,,,,,,,,,,
1996-09-07 00:00:00,,,,,,,,,,
1996-09-08 00:00:00,,,,,,,,,,
1996-09-09 00:00:00,16.3,11.0,21.0,,,268.0,11.5,,,
1996-09-10 00:00:00,20.0,17.0,22.0,,,,8.6,,,
1996-09-11 00:00:00,19.3,16.0,22.2,,,,9.7,,,
1996-09-12 00:00:00,,,,,,,,,,
1996-09-13 00:00:00,,,,,,,,,,
1996-09-14 00:00:00,,,,,,,,,,
1996-09-15 00:00:00,16.9,14.0,20.0,,,,9.5,,,
1996-09-16 00:00:00,17.2,12.0,20.4,,,,8.6,,,
1996-09-17 00:00:00,18.1,15.0,21.0,,,,9.8,,,
1996-09-18 00:00:00,19.2,16.0,23.0,,,42.0,12.6,,,
1996-09-19 00:00:00,,,,,,,,,,
1996-09-20 00:00:00,,,,,,,,,,
1996-09-21 00:00:00,,,,,,,,,,
1996-09-22 00:00:00,19.4,15.8,23.1,,,,9.3,,,
1996-09-23 00:00:00,22.0,12.8,28.0,,,,11.3,,,
1996-09-24 00:00:00,22.5,21.0,25.0,,,229.0,14.7,,,
1996-09-25 00:00:00,,,,,,,,,,
1996-09-26 00:00:00,20.7,18.0,24.0,,,,9.5,,,
1996-09-27 00:00:00,20.5,18.0,24.0,,,,6.8,,,
1996-09-28 00:00:00,,,,,,,,,,
1996-09-29 00:00:00,14.8,13.0,17.0,,,,13.3,,,
1996-09-30 00:00:00,,,,,,,,,,
1996-10-01 00:00:00,,,,,,,,,,
1996-10-02 00:00:00,17.8,16.0,20.6,,,,11.1,,,
1996-10-03 00:00:00,,,,,,,,,,
1996-10-04 00:00:00,,,,,,,,,,
1996-10-05 00:00:00,18.0,17.0,20.0,,,49.0,27.5,,,
1996-10-06 00:00:00,17.9,16.7,20.0,,,30.0,,,,
1996-10-07 00:00:00,,,,,,,,,,
1996-10-08 00:00:00,16.0,15.0,18.0,,,19.0,19.4,,,
1996-10-09 00:00:00,,,,,,,,,,
1996-10-10 00:00:00,,,,,,,,,,
1996-10-11 00:00:00,,,,,,,,,,
1996-10-12 00:00:00,14.8,13.0,17.0,,,3.0,,,,
1996-10-13 00:00:00,13.2,12.0,14.0,,,344.0,14.7,,,
1996-10-14 00:00:00,14.8,12.7,18.0,,,6.0,12.1,,,
1996-10-15 00:00:00,14.5,11.0,19.0,,,43.0,12.0,,,
1996-10-16 00:00:00,,,,,,,,,,
1996-10-17 00:00:00,17.7,15.0,21.0,,,,6.7,,,
1996-10-18 00:00:00,17.8,14.8,22.0,,,,5.4,,,
1996-10-19 00:00:00,,,,,,,,,,
1996-10-20 00:00:00,,,,,,,,,,
1996-10-21 00:00:00,,,,,,,,,,
1996-10-22 00:00:00,,,,,,,,,,
1996-10-23 00:00:00,,,,,,,,,,
1996-10-24 00:00:00,,,,,,,,,,
1996-10-25 00:00:00,,,,,,,,,,
1996-10-26 00:00:00,,,,,,,,,,
1996-10-27 00:00:00,11.4,9.0,13.6,,,5.0,17.2,,,
1996-10-28 00:00:00,10.4,9.0,12.2,,,,6.5,,,
1996-10-29 00:00:00,11.0,8.0,14.4,,,,5.4,,,
1996-10-30 00:00:00,,,,,,,,,,
1996-10-31 00:00:00,,,,,,,,,,
1996-11-01 00:00:00,13.0,11.0,15.4,,,34.0,15.5,,,
1996-11-02 00:00:00,11.9,9.0,15.6,,,17.0,14.9,,,
1996-11-03 00:00:00,,,,,,,,,,
1996-11-04 00:00:00,12.2,8.6,17.0,,,,8.0,,,
1996-11-05 00:00:00,,,,,,,,,,
1996-11-06 00:00:00,,,,,,,,,,
1996-11-07 00:00:00,,,,,,,,,,
1996-11-08 00:00:00,,,,,,,,,,
1996-11-09 00:00:00,,,,,,,,,,
1996-11-10 00:00:00,,,,,,,,,,
1996-11-11 00:00:00,13.0,10.5,18.0,,,,11.0,,,
1996-11-12 00:00:00,,,,,,,,,,
1996-11-13 00:00:00,,,,,,,,,,
1996-11-14 00:00:00,,,,,,,,,,
1996-11-15 00:00:00,,,,,,,,,,
1996-11-16 00:00:00,,,,,,,,,,
1996-11-17 00:00:00,,,,,,,,,,
1996-11-18 00:00:00,10.5,7.0,14.0,,,,3.3,,,
1996-11-19 00:00:00,,,,,,,,,,
1996-11-20 00:00:00,,,,,,,,,,
1996-11-21 00:00:00,,,,,,,,,,
1996-11-22 00:00:00,,,,,,,,,,
1996-11-23 00:00:00,14.0,11.6,17.0,,,162.0,12.3,,,
1996-11-24 00:00:00,16.2,14.0,19.0,,,184.0,14.3,,,
1996-11-25 00:00:00,,,,,,,,,,
1996-11-26 00:00:00,,,,,,,,,,
1996-11-27 00:00:00,14.8,12.9,18.0,,,176.0,17.8,,,
1996-11-28 00:00:00,,,,,,,,,,
1996-11-29 00:00:00,13.8,10.0,17.0,,,,11.2,,,
1996-11-30 00:00:00,15.2,13.8,16.2,,,,13.2,,,
1996-12-01 00:00:00,14.1,12.2,16.0,,,,8.8,,,
1996-12-02 00:00:00,14.3,12.0,16.0,,,89.0,14.6,,,
1996-12-03 00:00:00,,,,,,,,,,
1996-12-04 00:00:00,10.5,8.6,13.0,,,358.0,36.6,,,
1996-12-05 00:00:00,,,,,,,,,,
1996-12-06 00:00:00,,,,,,,,,,
1996-12-07 00:00:00,,,,,,,,,,
1996-12-08 00:00:00,,,,,,,,,,
1996-12-09 00:00:00,,,,,,,,,,
1996-12-10 00:00:00,,,,,,,,,,
1996-12-11 00:00:00,,,,,,,,,,
1996-12-12 00:00:00,9.3,8.1,10.0,,,,,,,
1996-12-13 00:00:00,,,,,,,,,,
1996-12-14 00:00:00,,,,,,,,,,
1996-12-15 00:00:00,,,,,,,,,,
1996-12-16 00:00:00,,,,,,,,,,
1996-12-17 00:00:00,,,,,,,,,,
1996-12-18 00:00:00,11.0,9.0,13.4,,,,8.4,,,
1996-12-19 00:00:00,12.6,11.0,15.0,,,,8.6,,,
1996-12-20 00:00:00,,,,,,,,,,
1996-12-21 00:00:00,,,,,,,,,,
1996-12-22 00:00:00,9.7,9.0,11.0,,,,14.5,,,
1996-12-23 00:00:00,,,,,,,,,,
1996-12-24 00:00:00,,,,,,,,,,
1996-12-25 00:00:00,,,,,,,,,,
1996-12-26 00:00:00,,,,,,,,,,
1996-12-27 00:00:00,,,,,,,,,,
1996-12-28 00:00:00,,,,,,,,,,
1996-12-29 00:00:00,,,,,,,,,,
1996-12-30 00:00:00,,,,,,,,,,
1996-12-31 00:00:00,,,,,,,,,,
1997-01-01 00:00:00,,,,,,,,,,
1997-01-02 00:00:00,,,,,,,,,,
1997-01-03 00:00:00,,,,,,,,,,
1997-01-04 00:00:00,,,,,,,,,,
1997-01-05 00:00:00,,,,,,,,,,
1997-01-06 00:00:00,11.5,8.3,14.0,,,,13.8,,,
1997-01-07 00:00:00,,,,,,,,,,
1997-01-08 00:00:00,,,,,,,,,,
1997-01-09 00:00:00,,,,,,,,,,
1997-01-10 00:00:00,8.6,5.0,11.0,,,,10.0,,,
1997-01-11 00:00:00,,,,,,,,,,
1997-01-12 00:00:00,,,,,,,,,,
1997-01-13 00:00:00,,,,,,,,,,
1997-01-14 00:00:00,,,,,,,,,,
1997-01-15 00:00:00,,,,,,,,,,
1997-01-16 00:00:00,,,,,,,,,,
1997-01-17 00:00:00,5.4,2.0,9.0,,,,11.7,,,
1997-01-18 00:00:00,,,,,,,,,,
1997-01-19 00:00:00,,,,,,,,,,
1997-01-20 00:00:00,,,,,,,,,,
1997-01-21 00:00:00,8.0,6.1,11.0,,,,14.2,,,
1997-01-22 00:00:00,,,,,,,,,,
1997-01-23 00:00:00,,,,,,,,,,
1997-01-24 00:00:00,,,,,,,,,,
1997-01-25 00:00:00,6.5,4.8,9.0,,,,18.6,,,
1997-01-26 00:00:00,3.2,2.0,5.0,,,23.0,28.6,,,
1997-01-27 00:00:00,1.3,-0.2,2.4,,,9.0,18.5,,,
1997-01-28 00:00:00,3.3,0.0,7.0,,,,5.7,,,
1997-01-29 00:00:00,,,,,,,,,,
1997-01-30 00:00:00,,,,,,,,,,
1997-01-31 00:00:00,,,,,,,,,,
1997-02-01 00:00:00,,,,,,,,,,
1997-02-02 00:00:00,,,,,,,,,,
1997-02-03 00:00:00,,,,,,,,,,
1997-02-04 00:00:00,-2.4,-4.1,0.4,,,332.0,15.1,,,
1997-02-05 00:00:00,,,,,,,,,,
1997-02-06 00:00:00,,,,,,,,,,
1997-02-07 00:00:00,,,,,,,,,,
1997-02-08 00:00:00,5.1,3.6,7.0,,,41.0,22.6,,,
1997-02-09 00:00:00,,,,,,,,,,
1997-02-10 00:00:00,,,,,,,,,,
1997-02-11 00:00:00,,,,,,,,,,
1997-02-12 00:00:00,8.1,4.4,12.0,,,,8.5,,,
1997-02-13 00:00:00,10.4,8.0,13.4,,,,12.4,,,
1997-02-14 00:00:00,10.3,6.9,12.0,,,226.0,24.8,,,
1997-02-15 00:00:00,9.2,5.0,14.0,,,,10.3,,,
1997-02-16 00:00:00,,,,,,,,,,
1997-02-17 00:00:00,,,,,,,,,,
1997-02-18 00:00:00,,,,,,,,,,
1997-02-19 00:00:00,,,,,,,,,,
1997-02-20 00:00:00,,,,,,,,,,
1997-02-21 00:00:00,,,,,,,,,,
1997-02-22 00:00:00,5.3,1.6,8.0,,,,12.7,,,
1997-02-23 00:00:00,,,,,,,,,,
1997-02-24 00:00:00,5.1,2.8,8.0,,,3.0,14.2,,,
1997-02-25 00:00:00,,,,,,,,,,
1997-02-26 00:00:00,,,,,,,,,,
1997-02-27 00:00:00,,,,,,,,,,
1997-02-28 00:00:00,,,,,,,,,,
1997-03-01 00:00:00,,,,,,,,,,
1997-03-02 00:00:00,5.5,4.0,8.0,,,47.0,25.2,,,
1997-03-03 00:00:00,,,,,,,,,,
1997-03-04 00:00:00,,,,,,,,,,
1997-03-05 00:00:00,,,,,,,,,,
1997-03-06 00:00:00,,,,,,,,,,
1997-03-07 00:00:00,,,,,,,,,,
1997-03-08 00:00:00,,,,,,,,,,
1997-03-09 00:00:00,,,,,,,,,,
1997-03-10 00:00:00,,,,,,,,,,
1997-03-11 00:00:00,7.0,5.0,8.0,,,48.0,29.9,,,
1997-03-12 00:00:00,,,,,,,,,,
1997-03-13 00:00:00,,,,,,,,,,
1997-03-14 00:00:00,5.7,3.5,9.0,,,64.0,11.2,,,
1997-03-15 00:00:00,,,,,,,,,,
1997-03-16 00:00:00,,,,,,,,,,
1997-03-17 00:00:00,,,,,,,,,,
1997-03-18 00:00:00,,,,,,,,,,
1997-03-19 00:00:00,,,,,,,,,,
1997-03-20 00:00:00,,,,,,,,,,
1997-03-21 00:00:00,,,,,,,,,,
1997-03-22 00:00:00,2.7,1.0,5.0,,,2.0,24.3,,,
1997-03-23 00:00:00,2.2,0.8,5.0,,,,10.5,,,
1997-03-24 00:00:00,,,,,,,,,,
1997-03-25 00:00:00,,,,,,,,,,
1997-03-26 00:00:00,5.6,2.0,10.0,,,,12.6,,,
1997-03-27 00:00:00,4.2,2.8,7.0,,,32.0,20.5,,,
1997-03-28 00:00:00,,,,,,,,,,
1997-03-29 00:00:00,,,,,,,,,,
1997-03-30 00:00:00,,,,,,,,,,
1997-03-31 00:00:00,9.9,8.8,11.0,,,162.0,14.8,,,
1997-04-01 00:00:00,,,,,,,,,,
1997-04-02 00:00:00,,,,,,,,,,
1997-04-03 00:00:00,,,,,,,,,,
1997-04-04 00:00:00,,,,,,,,,,
1997-04-05 00:00:00,,,,,,,,,,
1997-04-06 00:00:00,,,,,,,,,,
1997-04-07 00:00:00,,,,,,,,,,
1997-04-08 00:00:00,,,,,,,,,,
1997-04-09 00:00:00,,,,,,,,,,
1997-04-10 00:00:00,3.8,0.0,7.7,,,287.0,14.3,,,
1997-04-11 00:00:00,,,,,,,,,,
1997-04-12 00:00:00,,,,,,,,,,
1997-04-13 00:00:00,6.2,5.0,7.4,,,18.0,21.8,,,
1997-04-14 00:00:00,4.9,3.0,7.0,,,280.0,21.7,,,
1997-04-15 00:00:00,7.8,4.0,12.0,,,254.0,18.8,,,
1997-04-16 00:00:00,,,,,,,,,,
1997-04-17 00:00:00,,,,,,,,,,
1997-04-18 00:00:00,8.4,5.0,11.0,,,240.0,15.5,,,
1997-04-19 00:00:00,10.0,7.0,14.0,,,222.0,10.3,,,
1997-04-20 00:00:00,11.5,9.0,14.0,,,,4.5,,,
1997-04-21 00:00:00,14.7,11.0,20.0,,,,4.8,,,
1997-04-22 00:00:00,,,,,,,,,,
1997-04-23 00:00:00,,,,,,,,,,
1997-04-24 00:00:00,,,,,,,,,,
1997-04-25 00:00:00,,,,,,,,,,
1997-04-26 00:00:00,8.7,4.8,12.0,,,,9.4,,,
1997-04-27 00:00:00,,,,,,,,,,
1997-04-28 00:00:00,11.7,8.0,17.0,,,42.0,16.8,,,
1997-04-29 00:00:00,,,,,,,,,,
1997-04-30 00:00:00,,,,,,,,,,
